cat_num,age_y,height(cm),weight (kg)
915,9.31,NA,34.60
916,6.58,NA,NA
917,1.86,NA,14.00
917,5.43,NA,18.45
917,1.93,NA,14.55
918,9.16,NA,34.00
918,9.18,NA,27.90
920,8.65,NA,24.00
921,4.07,NA,NA
923,7.46,NA,NA
924,9.67,NA,33.00
925,11.05,NA,NA
926,9.11,NA,36.00
928,0.55,NA,6.12
928,0.55,NA,6.35
929,0.68,NA,NA
930,8.88,NA,NA
930,9.37,NA,26.70
930,9.38,NA,26.70
930,9.45,NA,22.40
931,12.82,NA,NA
932,6.43,NA,21.70
933,3.56,NA,14.00
934,0.13,NA,4.74
934,0.95,NA,10.50
934,3.55,NA,15.00
936,9.46,NA,NA
937,12.75,NA,34.00
938,12.49,NA,NA
938,12.54,NA,32.00
940,1.05,NA,10.66
940,0.33,NA,8.10
940,0.49,NA,8.90
940,0.74,NA,10.00
940,0.99,NA,10.50
940,1.10,NA,9.88
941,9.15,NA,27.45
941,1.81,NA,12.10
941,6.68,NA,20.10
941,3.02,NA,14.00
942,3.81,NA,16.00
942,3.81,NA,14.00
942,3.84,NA,16.00
943,4.06,NA,NA
944,12.73,NA,43.40
946,3.54,NA,16.20
947,6.77,NA,19.70
950,3.13,NA,NA
951,9.57,NA,NA
952,5.41,NA,NA
952,0.74,NA,9.00
952,1.48,NA,10.00
952,2.47,NA,11.50
952,3.45,NA,14.75
952,5.65,NA,17.86
955,0.67,NA,NA
956,10.28,NA,NA
957,11.22,NA,NA
958,11.14,NA,38.00
959,3.41,NA,12.80
961,9.82,NA,28.00
963,6.96,NA,22.00
963,6.97,NA,21.30
964,0.32,NA,4.92
965,8.48,NA,27.90
965,1.49,NA,10.85
966,11.32,NA,NA
967,6.15,NA,NA
968,12.16,NA,32.00
968,12.18,NA,35.50
969,5.35,NA,NA
974,10.75,NA,25.10
974,9.09,NA,21.00
974,5.37,NA,23.30
974,7.57,NA,18.60
975,8.40,NA,27.40
975,9.98,NA,30.70
976,11.72,NA,39.80
977,6.13,NA,NA
978,4.10,NA,NA
978,-1.73,NA,4.90
978,1.67,NA,9.84
978,2.40,NA,11.00
979,9.35,NA,NA
980,11.35,NA,32.00
980,10.99,NA,28.00
980,8.52,NA,20.00
980,1.39,NA,9.00
980,0.15,NA,3.64
981,10.33,NA,36.50
983,10.18,NA,NA
984,8.15,NA,26.90
985,3.07,NA,NA
986,6.99,NA,23.30
987,3.83,NA,NA
987,1.43,NA,9.60
987,1.39,NA,9.68
987,0.61,NA,7.30
987,3.07,NA,12.70
987,3.91,NA,14.00
987,0.61,NA,7.34
987,0.62,NA,7.70
988,5.02,NA,NA
989,7.37,NA,22.00
989,6.90,NA,22.00
989,7.40,NA,22.00
990,3.05,NA,NA
991,7.00,NA,NA
992,8.47,NA,26.00
992,8.55,NA,20.70
993,8.67,NA,NA
995,4.04,NA,19.20
995,3.83,NA,18.90
995,3.80,NA,17.15
996,6.33,NA,46.30
996,1.87,NA,10.41
996,1.91,NA,11.00
997,2.39,NA,11.30
999,7.48,NA,NA
1000,10.74,NA,NA
1001,4.48,NA,16.70
1001,4.52,NA,18.00
1002,7.58,NA,25.00
1002,7.59,NA,25.00
1002,7.61,NA,25.00
1002,7.62,NA,25.00
1002,8.12,NA,23.40
1002,8.61,NA,25.30
1003,3.52,NA,12.50
1003,0.24,NA,4.90
1004,12.08,NA,23.33
1005,10.97,NA,30.00
1006,5.09,NA,18.00
1006,5.15,NA,21.50
1006,4.20,NA,19.50
1006,0.42,NA,8.80
1009,9.99,NA,30.00
1009,9.99,NA,28.00
1009,1.04,NA,10.20
1009,3.96,NA,15.50
1009,3.41,NA,14.50
1009,3.15,NA,13.50
1009,3.05,NA,13.50
1009,3.02,NA,14.00
1009,2.90,NA,13.00
1009,2.87,NA,11.00
1009,2.88,NA,13.50
1009,2.50,NA,11.00
1009,10.01,NA,18.90
1009,2.88,NA,13.00
1009,1.08,NA,9.56
1009,4.36,NA,16.00
1011,2.89,NA,NA
1011,3.47,NA,16.05
1012,2.35,NA,NA
1013,4.41,NA,NA
1016,6.04,NA,NA
1020,5.08,NA,NA
1020,0.25,NA,3.00
1020,0.41,NA,5.20
1020,0.58,NA,7.00
1020,1.23,NA,8.70
1020,1.64,NA,10.20
1020,2.14,NA,10.40
1020,4.28,NA,14.80
1020,3.30,NA,12.90
1020,5.47,NA,15.70
1021,7.75,NA,NA
1021,8.31,NA,27.00
1021,7.75,NA,24.00
1023,11.73,NA,43.00
1023,11.81,NA,44.80
1023,10.27,NA,30.00
1023,10.81,NA,40.50
1023,10.53,NA,35.00
1023,11.79,NA,66.30
1025,7.18,NA,NA
1026,10.30,NA,27.10
1026,10.37,NA,27.60
1027,3.83,NA,NA
1028,0.33,NA,NA
1029,12.57,NA,44.00
1030,12.59,NA,NA
1031,8.65,NA,NA
1032,2.09,NA,NA
1033,0.08,NA,4.80
1033,0.16,NA,5.60
1033,0.25,NA,6.70
1033,0.33,NA,6.60
1033,0.41,NA,7.60
1033,0.58,NA,7.60
1033,0.66,NA,8.20
1033,0.74,NA,8.50
1033,0.82,NA,8.60
1033,0.90,NA,8.30
1033,0.99,NA,9.00
1033,1.15,NA,10.40
1033,1.23,NA,10.40
1033,3.23,NA,15.00
1034,4.56,NA,NA
1036,10.07,NA,23.00
1039,2.84,NA,12.00
1040,7.63,NA,NA
1041,4.93,NA,22.00
1041,4.93,NA,20.00
1042,3.64,NA,14.00
1043,6.21,NA,NA
1044,10.67,NA,NA
1044,9.99,NA,15.00
1045,8.90,NA,33.10
1046,8.15,NA,24.00
1047,7.59,NA,NA
1050,9.22,NA,NA
1051,3.25,NA,16.60
1052,5.67,NA,18.00
1052,0.82,NA,8.62
1053,0.17,NA,5.22
1055,1.16,NA,12.80
1055,4.25,NA,19.00
1055,0.84,NA,10.73
1055,0.25,NA,6.28
1056,7.83,NA,NA
1057,10.04,NA,NA
1059,0.41,NA,7.00
1059,0.33,NA,6.88
1059,0.92,NA,9.90
1060,11.45,NA,30.00
1060,11.53,NA,27.60
1060,11.46,NA,30.00
1060,11.50,NA,25.50
1062,11.54,NA,NA
1063,3.01,NA,NA
1064,8.65,NA,NA
1065,0.58,NA,7.20
1065,0.99,NA,8.00
1065,0.66,NA,9.50
1065,1.69,NA,10.80
1066,6.72,NA,NA
1067,5.62,NA,15.00
1068,8.87,NA,NA
1070,4.58,NA,NA
1071,3.48,NA,16.00
1073,8.95,NA,26.00
1075,11.47,NA,NA
1076,4.35,NA,16.00
1076,6.47,NA,22.00
1077,0.46,NA,NA
1077,0.92,NA,9.00
1077,1.19,NA,11.60
1077,0.46,NA,8.60
1080,8.08,NA,27.20
1080,0.88,NA,8.84
1080,5.84,NA,11.00
1081,6.55,NA,NA
1082,10.25,NA,28.00
1082,10.50,NA,28.00
1082,10.99,NA,27.10
1082,11.97,NA,32.80
1082,1.62,NA,9.44
1082,1.63,NA,10.15
1086,9.78,NA,36.00
1088,9.25,NA,NA
1089,5.51,NA,NA
1089,1.62,NA,0.36
1091,11.07,NA,NA
1092,1.95,NA,10.00
1093,11.22,NA,NA
1095,3.86,NA,NA
1095,1.74,NA,9.80
1095,0.84,NA,7.75
1096,4.08,NA,16.00
1098,6.19,NA,16.00
1101,7.21,NA,NA
1103,5.00,NA,18.00
1104,6.50,NA,20.00
1106,5.68,NA,NA
1106,0.54,NA,9.94
1107,10.64,NA,41.00
1108,11.97,NA,NA
1109,7.96,NA,NA
1109,9.70,NA,31.80
1109,6.45,NA,23.00
1109,6.05,NA,18.20
1109,6.52,NA,22.00
1110,#VALUE!,NA,NA
1116,#VALUE!,NA,NA
1118,#VALUE!,NA,NA
1126,#VALUE!,NA,NA
1127,#VALUE!,NA,NA
1128,3.45,NA,NA
1130,#VALUE!,NA,NA
1137,#VALUE!,NA,NA
1139,#VALUE!,NA,NA
1142,0.69,NA,NA
1146,#VALUE!,NA,NA
1148,#VALUE!,NA,NA
1167,#VALUE!,NA,NA
1169,2.60,NA,9.50
1180,#VALUE!,NA,NA
1188,#VALUE!,NA,NA
1211,#VALUE!,NA,NA
1217,#VALUE!,NA,NA
1221,#VALUE!,NA,NA
1222,#VALUE!,NA,NA
1224,#VALUE!,NA,NA
1227,#VALUE!,NA,NA
1234,3.21,NA,NA
1236,1.46,NA,10.00
1240,#VALUE!,NA,NA
1250,0.10,NA,NA
1254,1.91,NA,NA
1265,#VALUE!,NA,NA
1267,#VALUE!,NA,NA
1272,#VALUE!,NA,NA
1277,1.38,NA,NA
1280,#VALUE!,NA,NA
1295,#VALUE!,NA,NA
1304,0.19,NA,2.80
1328,0.23,NA,2.87
1333,6.59,NA,20.00
1334,10.30,NA,25.90
1334,10.56,NA,26.00
1335,5.37,NA,18.00
1335,5.48,NA,19.80
1335,5.50,NA,19.00
1335,5.76,NA,22.00
1335,5.44,NA,18.00
1336,7.75,NA,NA
1337,3.29,NA,14.00
1338,6.78,NA,NA
1339,6.56,NA,NA
1341,8.02,NA,24.00
1343,10.64,NA,41.20
1343,11.53,NA,46.00
1345,12.24,NA,NA
1346,7.88,NA,22.00
1346,6.09,NA,17.70
1347,9.62,NA,24.00
1348,3.83,NA,NA
1349,4.59,NA,19.00
1350,4.96,NA,15.00
1350,6.02,NA,19.30
1350,6.46,NA,21.20
1350,7.51,NA,20.90
1350,9.67,NA,25.70
1350,9.75,NA,27.10
1350,10.11,NA,27.20
1351,11.10,NA,NA
1352,12.39,NA,NA
1353,8.11,NA,NA
1353,10.68,NA,39.10
1353,8.36,NA,22.00
1353,8.73,NA,24.90
1353,8.72,NA,25.70
1354,7.64,NA,NA
1355,10.88,NA,35.00
1355,9.89,NA,30.00
1355,10.88,NA,40.00
1355,10.89,NA,40.00
1355,10.90,NA,50.00
1356,6.70,NA,NA
1357,12.07,NA,55.00
1358,7.57,NA,NA
1359,2.25,NA,NA
1359,0.22,NA,4.80
1359,1.23,NA,9.72
1359,0.93,NA,7.46
1359,0.49,NA,6.08
1359,0.93,NA,7.46
1361,7.30,NA,27.60
1362,2.52,NA,11.40
1362,2.60,NA,11.90
1363,9.43,NA,35.00
1363,9.43,NA,28.00
1364,5.02,NA,20.00
1364,4.40,NA,21.70
1365,1.92,NA,17.00
1365,1.83,NA,15.00
1367,7.76,NA,NA
1368,11.04,NA,NA
1368,0.09,NA,4.68
1368,0.99,NA,10.55
1368,0.17,NA,5.66
1368,1.32,NA,12.40
1369,3.93,NA,NA
1370,4.10,NA,16.00
1372,8.02,NA,26.00
1372,3.10,NA,15.30
1373,4.92,NA,20.50
1374,12.62,NA,45.00
1374,12.80,NA,41.80
1375,11.64,NA,30.00
1375,9.33,NA,25.90
1376,9.11,NA,NA
1376,9.86,NA,24.90
1376,9.59,NA,25.70
1378,6.42,NA,20.00
1378,2.32,NA,15.50
1380,4.60,NA,14.20
1380,0.42,NA,6.65
1380,3.61,NA,13.55
1381,1.38,NA,
1382,7.12,NA,
257,9.28,,30.00
